"","Year","Team","Season","total"
"1441",2008,"Moldova","Summer",1
"1442",2008,"Mongolia","Summer",4
"1443",2008,"Morocco","Summer",2
"1444",2008,"Nadine","Summer",1
"1445",2008,"Netherlands","Summer",58
"1446",2008,"New Zealand","Summer",15
"1447",2008,"Nigeria","Summer",23
"1448",2008,"North Korea","Summer",6
"1449",2008,"Norway","Summer",22
"1450",2008,"Panama","Summer",1
"1451",2008,"Poland","Summer",20
"1452",2008,"Portugal","Summer",2
"1453",2008,"Romania","Summer",22
"1454",2008,"Russia","Summer",142
"1455",2008,"Salinero","Summer",1
"1456",2008,"Satchmo","Summer",1
"1457",2008,"Serbia","Summer",15
"1458",2008,"Singapore","Summer",3
"1459",2008,"Slovakia","Summer",10
"1460",2008,"Slovenia","Summer",5
"1461",2008,"South Africa","Summer",1
"1462",2008,"South Korea","Summer",72
"1463",2008,"South Korea-1","Summer",6
"1464",2008,"Spain","Summer",68
"1465",2008,"Spain-1","Summer",2
"1466",2008,"Sudan","Summer",1
"1467",2008,"Sunrise","Summer",1
"1468",2008,"Sweden","Summer",5
"1469",2008,"Sweden-2","Summer",2
"1470",2008,"Switzerland","Summer",11
"1471",2008,"Tajikistan","Summer",2
"1472",2008,"Thailand","Summer",4
"1473",2008,"Togo","Summer",1
"1474",2008,"Trinidad and Tobago","Summer",6
"1475",2008,"Tunisia","Summer",1
"1476",2008,"Turkey","Summer",7
"1477",2008,"Ukraine","Summer",31
"1478",2008,"United States","Summer",309
"1479",2008,"United States-1","Summer",6
"1480",2008,"United States-2","Summer",2
"1481",2008,"Uzbekistan","Summer",6
"1482",2008,"Venezuela","Summer",1
"1483",2008,"Vietnam","Summer",1
"1484",2008,"Zimbabwe","Summer",4
"1485",2012,"Afghanistan","Summer",1
"1486",2012,"Algeria","Summer",1
"1487",2012,"Argentina","Summer",19
"1488",2012,"Armenia","Summer",3
"1489",2012,"Australia","Summer",114
"1490",2012,"Azerbaijan","Summer",10
"1491",2012,"Bahamas","Summer",4
"1492",2012,"Bahrain","Summer",1
"1493",2012,"Belarus","Summer",23
"1494",2012,"Belgium","Summer",3
"1495",2012,"Botswana","Summer",1
"1496",2012,"Brazil","Summer",55
"1497",2012,"Brazil-1","Summer",4
"1498",2012,"Bulgaria","Summer",2
"1499",2012,"Canada","Summer",55
"1500",2012,"China","Summer",117
"1501",2012,"China-1","Summer",6
"1502",2012,"China-2","Summer",2
"1503",2012,"Chinese Taipei","Summer",2
"1504",2012,"Colombia","Summer",8
"1505",2012,"Croatia","Summer",35
"1506",2012,"Cuba","Summer",14
"1507",2012,"Cyprus","Summer",1
"1508",2012,"Czech Republic","Summer",12
"1509",2012,"Czech Republic-1","Summer",2
"1510",2012,"Denmark","Summer",14
"1511",2012,"Denmark-1","Summer",2
"1512",2012,"Dominican Republic","Summer",2
"1513",2012,"Egypt","Summer",2
"1514",2012,"Estonia","Summer",2
"1515",2012,"Ethiopia","Summer",7
"1516",2012,"Finland","Summer",5
"1517",2012,"France","Summer",78
"1518",2012,"France-1","Summer",2
"1519",2012,"France-2","Summer",2
"1520",2012,"Gabon","Summer",1
"1521",2012,"Georgia","Summer",7
"1522",2012,"Germany","Summer",92
"1523",2012,"Germany-1","Summer",2
"1524",2012,"Great Britain","Summer",122
"1525",2012,"Great Britain-1","Summer",2
"1526",2012,"Great Britain-2","Summer",2
"1527",2012,"Greece","Summer",3
"1528",2012,"Grenada","Summer",1
"1529",2012,"Guatemala","Summer",1
"1530",2012,"Hong Kong","Summer",1
"1531",2012,"Hungary","Summer",26
"1532",2012,"India","Summer",6
"1533",2012,"Indonesia","Summer",2
"1534",2012,"Iran","Summer",12
"1535",2012,"Ireland","Summer",5
"1536",2012,"Italy","Summer",68
"1537",2012,"Jamaica","Summer",25
"1538",2012,"Japan","Summer",82
"1539",2012,"Japan-1","Summer",2
"1540",2012,"Kazakhstan","Summer",13
"1541",2012,"Kenya","Summer",11
"1542",2012,"Kuwait","Summer",1
"1543",2012,"Latvia","Summer",1
"1544",2012,"Latvia-1","Summer",2
"1545",2012,"Lithuania","Summer",5
"1546",2012,"Malaysia","Summer",2
"1547",2012,"Mexico","Summer",24
"1548",2012,"Moldova","Summer",2
"1549",2012,"Mongolia","Summer",5
"1550",2012,"Montenegro","Summer",14
"1551",2012,"Morocco","Summer",1
"1552",2012,"Netherlands","Summer",69
"1553",2012,"New Zealand","Summer",27
"1554",2012,"North Korea","Summer",6
"1555",2012,"Norway","Summer",17
"1556",2012,"Poland","Summer",12
"1557",2012,"Portugal","Summer",2
"1558",2012,"Puerto Rico","Summer",2
"1559",2012,"Qatar","Summer",2
"1560",2012,"Romania","Summer",16
"1561",2012,"Russia","Summer",138
"1562",2012,"Russia-1","Summer",2
"1563",2012,"Saudi Arabia","Summer",4
"1564",2012,"Serbia","Summer",16
"1565",2012,"Singapore","Summer",4
"1566",2012,"Slovakia","Summer",5
"1567",2012,"Slovenia","Summer",5
"1568",2012,"South Africa","Summer",9
"1569",2012,"South Korea","Summer",59
"1570",2012,"South Korea-1","Summer",2
"1571",2012,"Spain","Summer",63
"1572",2012,"Sweden","Summer",22
"1573",2012,"Switzerland","Summer",4
"1574",2012,"Tajikistan","Summer",1
"1575",2012,"Thailand","Summer",3
"1576",2012,"Trinidad and Tobago","Summer",10
"1577",2012,"Tunisia","Summer",3
"1578",2012,"Turkey","Summer",5
"1579",2012,"Uganda","Summer",1
"1580",2012,"Ukraine","Summer",26
"1581",2012,"United States","Summer",238
"1582",2012,"United States-1","Summer",8
"1583",2012,"United States-2","Summer",2
"1584",2012,"Uzbekistan","Summer",3
"1585",2012,"Venezuela","Summer",1
"1586",2016,"Algeria","Summer",2
"1587",2016,"Argentina","Summer",22
"1588",2016,"Armenia","Summer",4
"1589",2016,"Australia","Summer",82
"1590",2016,"Austria","Summer",2
"1591",2016,"Azerbaijan","Summer",18
"1592",2016,"Bahamas","Summer",6
"1593",2016,"Bahrain","Summer",2
"1594",2016,"Belarus","Summer",12
"1595",2016,"Belgium","Summer",21
"1596",2016,"Brazil","Summer",46
"1597",2016,"Brazil-1","Summer",4
"1598",2016,"Bulgaria","Summer",7
"1599",2016,"Burundi","Summer",1
"1600",2016,"Canada","Summer",69
"1601",2016,"China","Summer",109
"1602",2016,"China-1","Summer",4
"1603",2016,"Chinese Taipei","Summer",5
"1604",2016,"Colombia","Summer",8
"1605",2016,"Cote d'Ivoire","Summer",2
"1606",2016,"Croatia","Summer",24
"1607",2016,"Cuba","Summer",11
"1608",2016,"Czech Republic","Summer",13
"1609",2016,"Czech Republic-1","Summer",2
"1610",2016,"Denmark","Summer",41
"1611",2016,"Dominican Republic","Summer",1
"1612",2016,"Egypt","Summer",3
"1613",2016,"Estonia","Summer",4
"1614",2016,"Ethiopia","Summer",8
"1615",2016,"Fiji","Summer",13
"1616",2016,"Finland","Summer",1
"1617",2016,"France","Summer",96
"1618",2016,"Georgia","Summer",7
"1619",2016,"Germany","Summer",157
"1620",2016,"Germany-1","Summer",2
"1621",2016,"Great Britain","Summer",145
"1622",2016,"Greece","Summer",7
"1623",2016,"Grenada","Summer",1
"1624",2016,"Hungary","Summer",22
"1625",2016,"India","Summer",2
"1626",2016,"Individual Olympic Athletes","Summer",2
"1627",2016,"Indonesia","Summer",2
"1628",2016,"Indonesia-1","Summer",2
"1629",2016,"Iran","Summer",8
"1630",2016,"Ireland","Summer",3
"1631",2016,"Israel","Summer",2
"1632",2016,"Italy","Summer",70
"1633",2016,"Italy-1","Summer",2
"1634",2016,"Jamaica","Summer",30
"1635",2016,"Japan","Summer",64
"1636",2016,"Jordan","Summer",1
"1637",2016,"Kazakhstan","Summer",18
"1638",2016,"Kenya","Summer",13
"1639",2016,"Kosovo","Summer",1
"1640",2016,"Lithuania","Summer",7
"1641",2016,"Malaysia","Summer",8
"1642",2016,"Mexico","Summer",5
"1643",2016,"Mongolia","Summer",2
"1644",2016,"Morocco","Summer",1
"1645",2016,"Netherlands","Summer",45
"1646",2016,"Netherlands-1","Summer",2
"1647",2016,"New Zealand","Summer",36
"1648",2016,"Niger","Summer",1
"1649",2016,"Nigeria","Summer",18
"1650",2016,"North Korea","Summer",7
"1651",2016,"Norway","Summer",19
"1652",2016,"Philippines","Summer",1
"1653",2016,"Poland","Summer",16
"1654",2016,"Portugal","Summer",1
"1655",2016,"Puerto Rico","Summer",1
"1656",2016,"Qatar","Summer",1
"1657",2016,"Romania","Summer",16
"1658",2016,"Russia","Summer",113
"1659",2016,"Russia-2","Summer",2
"1660",2016,"Serbia","Summer",54
"1661",2016,"Singapore","Summer",1
"1662",2016,"Slovakia","Summer",8
"1663",2016,"Slovenia","Summer",4
"1664",2016,"South Africa","Summer",23
"1665",2016,"South Korea","Summer",24
"1666",2016,"South Korea-1","Summer",2
"1667",2016,"Spain","Summer",43
"1668",2016,"Spain-2","Summer",2
"1669",2016,"Sweden","Summer",28
"1670",2016,"Switzerland","Summer",11
"1671",2016,"Tajikistan","Summer",1
"1672",2016,"Thailand","Summer",6
"1673",2016,"Trinidad and Tobago","Summer",1
"1674",2016,"Tunisia","Summer",3
"1675",2016,"Turkey","Summer",8
"1676",2016,"Ukraine","Summer",15
"1677",2016,"United Arab Emirates","Summer",1
"1678",2016,"United States","Summer",256
"1679",2016,"United States-1","Summer",4
"1680",2016,"United States-2","Summer",4
"1681",2016,"Uzbekistan","Summer",13
"1682",2016,"Venezuela","Summer",3
"1683",2016,"Vietnam","Summer",2
